deformability,area,area_ratio,circularity,convex_hull_area,mask_x_length,mask_y_length,min_x,min_y,max_x,max_y,mean_brightness,brightness_std,perimeter,aspect_ratio,convex_hull_perimeter,cell_id,image_name,is_cropped
1.0,10087,0.0,0.0,0,62,512,0,0,62,512,61.99601593625498,33.95550146507582,1239.5634918610406,0.12109375,0.0,2,image.4031_with_target,False
1.0,9757,0.0,0.0,0,25,512,71,0,96,512,69.0748031496063,34.002059846135026,1114.5157646462878,0.048828125,0.0,0,image.0693_with_target,False
1.0,11,0.0,0.0,0,5,5,43,484,48,489,101.59288537549408,7.805204302531262,5.656854249492381,1.0,0.0,1,image.0693_with_target,False
1.0,9484,0.0,0.0,0,22,512,0,0,22,512,68.23809523809524,42.41647788739515,1065.698484809835,0.04296875,0.0,2,image.0693_with_target,False
1.0,9785,0.0,0.0,0,23,512,73,0,96,512,69.00393700787401,33.96263556353112,1097.095454429505,0.044921875,0.0,0,image.7884_with_target,False
1.0,1374,0.0,0.0,0,42,43,34,412,76,455,95.9453125,1.451338787927805,137.53910524340094,0.9767441860465116,0.0,1,image.7884_with_target,False
1.0,9555,0.0,0.0,0,31,512,0,0,31,512,66.36078431372549,40.993486227818465,1095.39696961967,0.060546875,0.0,2,image.7884_with_target,False
1.0,9745,0.0,0.0,0,23,512,73,0,96,512,68.64566929133858,33.776133669418286,1101.3380951166243,0.044921875,0.0,0,image.3423_with_target,False
1.0,9518,0.0,0.0,0,22,512,0,0,22,512,67.90079365079364,42.30719664854914,1065.698484809835,0.04296875,0.0,1,image.3423_with_target,False
1.0,9770,0.0,0.0,0,23,512,73,0,96,512,68.87007874015748,33.9313058128777,1093.2964645562818,0.044921875,0.0,0,image.4586_with_target,False
1.0,19,0.0,0.0,0,4,9,61,476,65,485,100.5,7.161109974228306,14.485281374238571,0.4444444444444444,0.0,1,image.4586_with_target,False
1.0,10,0.0,0.0,0,4,5,58,471,62,476,100.156,6.847164668678562,10.071067811865476,0.8,0.0,2,image.4586_with_target,False
1.0,36,0.0,0.0,0,8,15,26,484,34,499,101.1259842519685,8.687933641573347,25.142135623730947,0.5333333333333333,0.0,3,image.4586_with_target,False
1.0,9480,0.0,0.0,0,23,512,0,0,23,512,67.55555555555556,41.74717090605796,1068.1837661840736,0.044921875,0.0,4,image.4586_with_target,False
1.0,9750,0.0,0.0,0,23,512,73,0,96,512,68.84765625,33.89777017197202,1095.1959594928933,0.044921875,0.0,0,image.9419_with_target,False
1.0,9498,0.0,0.0,0,22,512,0,0,22,512,68.152,41.92050686716466,1067.3553390593274,0.04296875,0.0,1,image.9419_with_target,False
1.0,9729,0.0,0.0,0,26,512,70,0,96,512,68.04705882352941,33.54513700731713,1098.1665222413706,0.05078125,0.0,0,image.7031_with_target,False
1.0,9522,0.0,0.0,0,22,512,0,0,22,512,68.28627450980392,42.49032655589511,1064.8700576850888,0.04296875,0.0,1,image.7031_with_target,False
1.0,9722,0.0,0.0,0,23,512,73,0,96,512,68.13671875,33.43465027831753,1092.367532368147,0.044921875,0.0,0,image.3402_with_target,False
1.0,9512,0.0,0.0,0,22,512,0,0,22,512,68.12749003984064,42.02114437964535,1066.5269119345812,0.04296875,0.0,1,image.3402_with_target,False
1.0,9769,0.0,0.0,0,23,512,73,0,96,512,68.55905511811024,33.836488142475126,1093.6396103067893,0.044921875,0.0,0,image.8347_with_target,False
1.0,63,0.0,0.0,0,10,21,49,423,59,444,100.152,8.247720654823368,44.2842712474619,0.47619047619047616,0.0,1,image.8347_with_target,False
1.0,11,0.0,0.0,0,5,5,32,451,37,456,102.31620553359684,7.928211387170071,5.656854249492381,1.0,0.0,2,image.8347_with_target,False
1.0,9556,0.0,0.0,0,31,512,0,0,31,512,67.33864541832669,41.06967237029479,1080.9116882454312,0.060546875,0.0,3,image.8347_with_target,False
1.0,9781,0.0,0.0,0,23,512,73,0,96,512,69.48235294117647,34.19480929467164,1094.4680374315355,0.044921875,0.0,0,image.3307_with_target,False
1.0,10891,0.0,0.0,0,66,512,0,0,66,512,62.023529411764706,29.827599985191327,1188.2081528017131,0.12890625,0.0,1,image.3307_with_target,False
1.0,9783,0.0,0.0,0,23,512,73,0,96,512,68.98443579766537,33.990381893376124,1094.4680374315355,0.044921875,0.0,0,image.5821_with_target,False
1.0,9473,0.0,0.0,0,22,512,0,0,22,512,67.5296442687747,41.68491958042878,1063.2132034355964,0.04296875,0.0,1,image.5821_with_target,False
1.0,9768,0.0,0.0,0,23,512,73,0,96,512,69.125,33.84858287284713,1095.539105243401,0.044921875,0.0,0,image.0319_with_target,False
1.0,12,0.0,0.0,0,4,4,67,401,71,405,102.33984375,7.044898861984176,9.65685424949238,1.0,0.0,1,image.0319_with_target,False
1.0,94,0.0,0.0,0,13,12,58,467,71,479,96.61960784313726,12.625853022750398,44.2842712474619,1.0833333333333333,0.0,2,image.0319_with_target,False
1.0,8,0.0,0.0,0,3,4,42,422,45,426,101.964,5.362341279702365,7.65685424949238,0.75,0.0,3,image.0319_with_target,False
1.0,9461,0.0,0.0,0,22,512,0,0,22,512,67.7109375,42.009885805261284,1064.0416305603426,0.04296875,0.0,4,image.0319_with_target,False
1.0,9733,0.0,0.0,0,23,512,73,0,96,512,69.24901185770752,33.96879015445165,1096.8883476483186,0.044921875,0.0,0,image.0903_with_target,False
1.0,32,0.0,0.0,0,9,10,65,414,74,424,100.9453125,8.074660010015515,23.97056274847714,0.9,0.0,1,image.0903_with_target,False
1.0,48,0.0,0.0,0,10,16,35,428,45,444,100.94509803921568,9.143996503127713,36.62741699796952,0.625,0.0,2,image.0903_with_target,False
1.0,14,0.0,0.0,0,3,6,35,421,38,427,101.584,8.075329343128985,11.65685424949238,0.5,0.0,3,image.0903_with_target,False
1.0,9493,0.0,0.0,0,22,512,0,0,22,512,68.17391304347827,42.279530355239665,1064.0416305603426,0.04296875,0.0,4,image.0903_with_target,False
1.0,9741,0.0,0.0,0,23,512,73,0,96,512,69.4921875,33.994139222296006,1093.8822509939087,0.044921875,0.0,0,image.2415_with_target,False
1.0,48,0.0,0.0,0,9,8,64,399,73,407,102.40963855421687,10.37765147180036,25.556349186104043,1.125,0.0,1,image.2415_with_target,False
1.0,29,0.0,0.0,0,11,8,36,422,47,430,103.66,6.904520258497327,18.727922061357855,1.375,0.0,2,image.2415_with_target,False
1.0,9492,0.0,0.0,0,22,512,0,0,22,512,68.34645669291339,42.42833289591832,1065.698484809835,0.04296875,0.0,3,image.2415_with_target,False
1.0,9807,0.0,0.0,0,23,512,73,0,96,512,68.27165354330708,33.83902699043658,1097.5746391493337,0.044921875,0.0,0,image.1747_with_target,False
1.0,1363,0.0,0.0,0,40,43,28,427,68,470,97.43700787401575,1.5528639099330777,135.29646455628165,0.9302325581395349,0.0,1,image.1747_with_target,False
1.0,9452,0.0,0.0,0,22,512,0,0,22,512,68.10980392156863,42.179491601088074,1065.698484809835,0.04296875,0.0,2,image.1747_with_target,False
1.0,9682,0.0,0.0,0,22,512,74,0,96,512,68.58661417322834,33.800339797492285,1090.367532368147,0.04296875,0.0,0,image.4480_with_target,False
1.0,10956,0.0,0.0,0,64,512,0,0,64,512,61.4765625,30.401599681325877,1158.4091629284896,0.125,0.0,1,image.4480_with_target,False
1.0,9746,0.0,0.0,0,23,512,73,0,96,512,68.6470588235294,33.90009747768492,1098.1604255869606,0.044921875,0.0,0,image.3682_with_target,False
1.0,1344,0.0,0.0,0,41,42,32,451,73,493,97.29803921568627,1.3362942901302388,136.71067811865476,0.9761904761904762,0.0,1,image.3682_with_target,False
1.0,9496,0.0,0.0,0,22,512,0,0,22,512,68.12648221343873,42.10160646663994,1065.698484809835,0.04296875,0.0,2,image.3682_with_target,False
1.0,9691,0.0,0.0,0,22,512,74,0,96,512,68.67450980392157,33.84845026798157,1093.4386001800126,0.04296875,0.0,0,image.7199_with_target,False
1.0,11040,0.0,0.0,0,68,512,0,0,68,512,62.16,30.212421286616536,1186.066017177982,0.1328125,0.0,1,image.7199_with_target,False
1.0,9729,0.0,0.0,0,23,512,73,0,96,512,68.9843137254902,33.989729547689926,1098.2020561473032,0.044921875,0.0,0,image.7402_with_target,False
1.0,9484,0.0,0.0,0,22,512,0,0,22,512,67.76984126984127,41.979806691027946,1064.0416305603426,0.04296875,0.0,1,image.7402_with_target,False
1.0,9719,0.0,0.0,0,23,512,73,0,96,512,68.62109375,33.662632640714705,1107.9949493661165,0.044921875,0.0,0,image.9718_with_target,False
1.0,32,0.0,0.0,0,10,12,64,428,74,440,100.26482213438736,7.459311743567996,20.727922061357855,0.8333333333333334,0.0,1,image.9718_with_target,False
1.0,42,0.0,0.0,0,13,15,36,449,49,464,100.7265625,8.381727562596732,21.31370849898476,0.8666666666666667,0.0,2,image.9718_with_target,False
1.0,8,0.0,0.0,0,3,4,35,444,38,448,100.524,7.92574438144456,7.65685424949238,0.75,0.0,3,image.9718_with_target,False
1.0,9549,0.0,0.0,0,22,512,0,0,22,512,67.72941176470589,42.213199748269645,1068.1837661840736,0.04296875,0.0,4,image.9718_with_target,False
1.0,9762,0.0,0.0,0,23,512,73,0,96,512,68.828125,33.949090878613745,1097.1959594928933,0.044921875,0.0,0,image.8388_with_target,False
1.0,210,0.0,0.0,0,15,31,45,431,60,462,101.876,9.86735141768043,77.84062043356595,0.4838709677419355,0.0,1,image.8388_with_target,False
1.0,9698,0.0,0.0,0,48,512,0,0,48,512,67.18823529411765,40.04179016516259,1125.4386001800126,0.09375,0.0,2,image.8388_with_target,False
1.0,9784,0.0,0.0,0,23,512,73,0,96,512,68.96062992125984,33.93646253466879,1096.3675323681473,0.044921875,0.0,0,image.9847_with_target,False
1.0,9461,0.0,0.0,0,22,512,0,0,22,512,67.61960784313726,41.835349625377646,1062.3847763108502,0.04296875,0.0,1,image.9847_with_target,False
1.0,9759,0.0,0.0,0,23,512,73,0,96,512,68.91372549019607,33.951643926861756,1097.4386001800126,0.044921875,0.0,0,image.2274_with_target,False
1.0,10,0.0,0.0,0,4,6,35,423,39,429,101.359375,6.17737097067798,8.485281374238571,0.6666666666666666,0.0,1,image.2274_with_target,False
1.0,9553,0.0,0.0,0,22,512,0,0,22,512,68.36614173228347,42.749911305286155,1068.1837661840736,0.04296875,0.0,2,image.2274_with_target,False
1.0,9780,0.0,0.0,0,23,512,73,0,96,512,69.54296875,34.12955139884677,1096.124891681028,0.044921875,0.0,0,image.0418_with_target,False
1.0,9477,0.0,0.0,0,27,512,0,0,27,512,67.29527559055119,41.74495369242033,1071.0121933088196,0.052734375,0.0,1,image.0418_with_target,False
1.0,9759,0.0,0.0,0,23,512,73,0,96,512,69.18823529411765,34.049730914020245,1093.0538238691624,0.044921875,0.0,0,image.6230_with_target,False
1.0,9475,0.0,0.0,0,22,512,0,0,22,512,67.83730158730158,42.071194824825334,1064.0416305603426,0.04296875,0.0,1,image.6230_with_target,False
1.0,9762,0.0,0.0,0,23,512,73,0,96,512,68.97265625,33.886691282409615,1096.7817459305202,0.044921875,0.0,0,image.9426_with_target,False
1.0,99,0.0,0.0,0,13,12,33,447,46,459,99.03515625,13.677176985331656,39.45584412271571,1.0833333333333333,0.0,1,image.9426_with_target,False
1.0,9493,0.0,0.0,0,22,512,0,0,22,512,68.11067193675889,42.18259298492567,1068.1837661840736,0.04296875,0.0,2,image.9426_with_target,False
1.0,9750,0.0,0.0,0,23,512,73,0,96,512,68.83268482490273,33.81730530257995,1092.4680374315353,0.044921875,0.0,0,image.7347_with_target,False
1.0,65,0.0,0.0,0,10,24,52,419,62,443,100.375,8.536227943301421,46.62741699796952,0.4166666666666667,0.0,1,image.7347_with_target,False
1.0,9600,0.0,0.0,0,39,512,0,0,39,512,66.46031746031746,40.48694690564465,1111.367532368147,0.076171875,0.0,2,image.7347_with_target,False
1.0,9736,0.0,0.0,0,23,512,73,0,96,512,68.93307086614173,33.901772315917825,1093.2964645562818,0.044921875,0.0,0,image.2619_with_target,False
1.0,10946,0.0,0.0,0,67,512,0,0,67,512,62.29803921568627,30.305978768165556,1189.7228714274745,0.130859375,0.0,1,image.2619_with_target,False
1.0,9823,0.0,0.0,0,23,512,73,0,96,512,69.3843137254902,34.09239678647828,1088.1248916810277,0.044921875,0.0,0,image.1514_with_target,False
1.0,9420,0.0,0.0,0,22,512,0,0,22,512,67.31764705882352,41.55710791180107,1064.0416305603426,0.04296875,0.0,1,image.1514_with_target,False
1.0,9770,0.0,0.0,0,23,512,73,0,96,512,68.56078431372549,33.56193033799312,1092.2253967444162,0.044921875,0.0,0,image.6575_with_target,False
1.0,41,0.0,0.0,0,17,10,26,406,43,416,103.54330708661418,7.657280931760472,26.142135623730947,1.7,0.0,1,image.6575_with_target,False
1.0,9493,0.0,0.0,0,24,512,0,0,24,512,67.78,41.66249632463229,1066.5269119345812,0.046875,0.0,2,image.6575_with_target,False
1.0,9744,0.0,0.0,0,22,512,74,0,96,512,68.74803149606299,33.97172712943056,1091.639610306789,0.04296875,0.0,0,image.9101_with_target,False
1.0,9594,0.0,0.0,0,28,512,0,0,28,512,66.55378486055777,41.155521958381996,1099.8822509939087,0.0546875,0.0,1,image.9101_with_target,False
1.0,9763,0.0,0.0,0,23,512,73,0,96,512,69.14453125,33.97906365643075,1093.0538238691624,0.044921875,0.0,0,image.3301_with_target,False
1.0,5,0.0,0.0,0,3,3,58,417,61,420,100.58893280632411,7.569767466277198,5.656854249492381,1.0,0.0,1,image.3301_with_target,False
1.0,5,0.0,0.0,0,3,3,57,413,60,416,100.61264822134387,7.67935467626289,5.656854249492381,1.0,0.0,2,image.3301_with_target,False
1.0,5,0.0,0.0,0,3,3,53,407,56,410,100.61660079051383,7.174232072959392,5.656854249492381,1.0,0.0,3,image.3301_with_target,False
1.0,9558,0.0,0.0,0,33,512,0,0,33,512,66.724,41.1397596492736,1083.9827560572967,0.064453125,0.0,4,image.3301_with_target,False
1.0,9753,0.0,0.0,0,23,512,73,0,96,512,68.69019607843137,33.813706786275596,1092.8528137423857,0.044921875,0.0,0,image.6269_with_target,False
1.0,1417,0.0,0.0,0,41,44,28,413,69,457,96.87890625,1.5094055299060414,137.88225099390857,0.9318181818181818,0.0,1,image.6269_with_target,False
1.0,9466,0.0,0.0,0,22,512,0,0,22,512,68.07539682539682,42.321500383183476,1065.698484809835,0.04296875,0.0,2,image.6269_with_target,False
1.0,9727,0.0,0.0,0,23,512,73,0,96,512,68.83464566929133,34.00295581860508,1098.0243866176395,0.044921875,0.0,0,image.0031_with_target,False
1.0,5,0.0,0.0,0,3,3,47,432,50,435,103.43478260869566,7.242871352374646,5.656854249492381,1.0,0.0,1,image.0031_with_target,False
1.0,208,0.0,0.0,0,16,30,44,405,60,435,101.9203187250996,9.71350691725095,75.49747468305833,0.5333333333333333,0.0,2,image.0031_with_target,False
1.0,9644,0.0,0.0,0,40,512,0,0,40,512,67.16141732283465,41.133658741422,1109.7817459305204,0.078125,0.0,3,image.0031_with_target,False
1.0,9731,0.0,0.0,0,23,512,73,0,96,512,68.91732283464567,33.94850568879398,1092.4680374315353,0.044921875,0.0,0,image.2920_with_target,False
1.0,5,0.0,0.0,0,3,3,35,481,38,484,102.08695652173913,5.133816799123572,5.656854249492381,1.0,0.0,1,image.2920_with_target,False
1.0,10925,0.0,0.0,0,63,512,0,0,63,512,61.96078431372549,30.24861739463166,1164.8944443027283,0.123046875,0.0,2,image.2920_with_target,False
1.0,9751,0.0,0.0,0,23,512,73,0,96,512,68.94140625,33.816145892494326,1094.5035713374682,0.044921875,0.0,0,image.4442_with_target,False
1.0,123,0.0,0.0,0,10,24,53,433,63,457,100.87109375,8.32980953736104,50.284271247461895,0.4166666666666667,0.0,1,image.4442_with_target,False
1.0,9667,0.0,0.0,0,42,512,0,0,42,512,66.13385826771653,40.24058792574772,1118.4680374315355,0.08203125,0.0,2,image.4442_with_target,False
1.0,9783,0.0,0.0,0,23,512,73,0,96,512,69.2295719844358,34.18281448961727,1100.6101730552664,0.044921875,0.0,0,image.4956_with_target,False
1.0,47,0.0,0.0,0,9,9,50,463,59,472,101.61328125,7.656878760852782,26.384776310850235,1.0,0.0,1,image.4956_with_target,False
1.0,9473,0.0,0.0,0,30,512,0,0,30,512,67.25196850393701,41.651718400700965,1071.4974746830585,0.05859375,0.0,2,image.4956_with_target,False
1.0,9754,0.0,0.0,0,23,512,73,0,96,512,69.22568093385215,34.1042639429274,1092.367532368147,0.044921875,0.0,0,image.9853_with_target,False
1.0,109,0.0,0.0,0,13,27,49,412,62,439,101.12941176470588,9.163167833889023,66.70458146424488,0.48148148148148145,0.0,1,image.9853_with_target,False
1.0,67,0.0,0.0,0,17,18,45,394,62,412,103.43529411764706,8.283856815338144,46.941125496954285,0.9444444444444444,0.0,2,image.9853_with_target,False
1.0,9706,0.0,0.0,0,45,512,0,0,45,512,65.58267716535433,39.58334990476652,1129.0304832720492,0.087890625,0.0,3,image.9853_with_target,False
1.0,9674,0.0,0.0,0,23,512,73,0,96,512,68.65234375,33.73935356348482,1094.5096679918781,0.044921875,0.0,0,image.6108_with_target,False
1.0,9537,0.0,0.0,0,22,512,0,0,22,512,67.48809523809524,41.97897075037418,1068.1837661840736,0.04296875,0.0,1,image.6108_with_target,False
1.0,9713,0.0,0.0,0,22,512,74,0,96,512,68.9296875,33.79133662867368,1098.7523086789975,0.04296875,0.0,0,image.8670_with_target,False
1.0,11,0.0,0.0,0,5,4,36,463,41,467,103.68897637795276,6.269671133125902,9.071067811865476,1.25,0.0,1,image.8670_with_target,False
1.0,9815,0.0,0.0,0,53,512,0,0,53,512,65.1732283464567,39.2930829777041,1211.5929291125633,0.103515625,0.0,2,image.8670_with_target,False
1.0,5,0.0,0.0,0,3,3,74,477,77,480,97.18972332015811,13.072146002444244,5.656854249492381,1.0,0.0,0,image.8865_with_target,False
1.0,9739,0.0,0.0,0,23,512,73,0,96,512,68.29527559055119,33.64712985915285,1098.8883476483186,0.044921875,0.0,1,image.8865_with_target,False
1.0,5,0.0,0.0,0,3,3,71,482,74,485,102.25691699604744,6.41462644214921,5.656854249492381,1.0,0.0,2,image.8865_with_target,False
1.0,9526,0.0,0.0,0,22,512,0,0,22,512,67.52988047808765,41.86196849124286,1065.698484809835,0.04296875,0.0,3,image.8865_with_target,False
1.0,9734,0.0,0.0,0,22,512,74,0,96,512,68.8740157480315,33.85913201606978,1095.4386001800126,0.04296875,0.0,0,image.1268_with_target,False
1.0,133,0.0,0.0,0,15,28,50,461,65,489,101.64453125,9.396777278289267,78.5685424949238,0.5357142857142857,0.0,1,image.1268_with_target,False
1.0,9774,0.0,0.0,0,47,512,0,0,47,512,66.14453125,39.88193769700481,1137.1959594928935,0.091796875,0.0,2,image.1268_with_target,False
1.0,9729,0.0,0.0,0,23,512,73,0,96,512,68.671875,33.8818280422467,1094.1604255869606,0.044921875,0.0,0,image.6899_with_target,False
1.0,14,0.0,0.0,0,6,6,31,424,37,430,101.72265625,6.119675170655379,5.656854249492381,1.0,0.0,1,image.6899_with_target,False
1.0,5,0.0,0.0,0,3,3,29,421,32,424,101.60079051383399,6.428284780941977,5.656854249492381,1.0,0.0,2,image.6899_with_target,False
1.0,9572,0.0,0.0,0,22,512,0,0,22,512,67.921875,42.199324153170686,1064.0416305603426,0.04296875,0.0,3,image.6899_with_target,False
1.0,9776,0.0,0.0,0,23,512,73,0,96,512,69.22834645669292,33.94801235617611,1095.539105243401,0.044921875,0.0,0,image.9964_with_target,False
1.0,108,0.0,0.0,0,13,25,49,470,62,495,100.7011952191235,9.592616192887157,61.18376618407356,0.52,0.0,1,image.9964_with_target,False
1.0,13,0.0,0.0,0,5,5,47,498,52,503,102.13833992094861,7.171021532062744,10.485281374238571,1.0,0.0,2,image.9964_with_target,False
1.0,8,0.0,0.0,0,4,3,41,502,45,505,101.66,7.692099843345769,7.65685424949238,1.3333333333333333,0.0,3,image.9964_with_target,False
1.0,9638,0.0,0.0,0,38,512,0,0,38,512,66.3921568627451,40.309916276890284,1101.2964645562818,0.07421875,0.0,4,image.9964_with_target,False
1.0,9743,0.0,0.0,0,23,512,73,0,96,512,68.64453125,33.789713460131225,1095.9238815542512,0.044921875,0.0,0,image.9013_with_target,False
1.0,1449,0.0,0.0,0,42,44,29,420,71,464,96.6156862745098,1.3696102993788242,139.29646455628165,0.9545454545454546,0.0,1,image.9013_with_target,False
1.0,9513,0.0,0.0,0,22,512,0,0,22,512,67.83730158730158,42.11032040702209,1067.3553390593274,0.04296875,0.0,2,image.9013_with_target,False
1.0,9755,0.0,0.0,0,23,512,73,0,96,512,68.86666666666666,34.03881675016971,1092.1604255869606,0.044921875,0.0,0,image.2836_with_target,False
1.0,9532,0.0,0.0,0,22,512,0,0,22,512,67.9407114624506,42.45006881710353,1067.3553390593274,0.04296875,0.0,1,image.2836_with_target,False
1.0,9782,0.0,0.0,0,23,512,73,0,96,512,69.08949416342412,34.10917135553501,1093.8822509939084,0.044921875,0.0,0,image.7879_with_target,False
1.0,12,0.0,0.0,0,4,4,64,489,68,493,101.48828125,6.864186053050896,9.65685424949238,1.0,0.0,1,image.7879_with_target,False
1.0,10013,0.0,0.0,0,62,512,0,0,62,512,62.91372549019608,34.893344607323456,1234.0071426749366,0.12109375,0.0,2,image.7879_with_target,False
1.0,9779,0.0,0.0,0,23,512,73,0,96,512,69.484375,34.20468817807546,1099.5746391493337,0.044921875,0.0,0,image.5827_with_target,False
1.0,9470,0.0,0.0,0,25,512,0,0,25,512,67.53149606299213,41.90039031781706,1067.3553390593274,0.048828125,0.0,1,image.5827_with_target,False
1.0,9772,0.0,0.0,0,23,512,73,0,96,512,68.92996108949416,33.88701410424368,1094.124891681028,0.044921875,0.0,0,image.7672_with_target,False
1.0,608,0.0,0.0,0,39,41,32,422,71,463,96.27165354330708,1.3519538289299349,216.45079348883237,0.9512195121951219,0.0,1,image.7672_with_target,False
1.0,9477,0.0,0.0,0,22,512,0,0,22,512,67.38492063492063,41.6537914725817,1067.3553390593274,0.04296875,0.0,2,image.7672_with_target,False
1.0,9727,0.0,0.0,0,23,512,73,0,96,512,67.86274509803921,33.60323257550172,1092.9888527117068,0.044921875,0.0,0,image.8786_with_target,False
1.0,9491,0.0,0.0,0,22,512,0,0,22,512,67.6732283464567,41.901453470776,1066.5269119345812,0.04296875,0.0,1,image.8786_with_target,False
1.0,9776,0.0,0.0,0,23,512,73,0,96,512,68.96887159533074,33.99723901428478,1093.0538238691624,0.044921875,0.0,0,image.8366_with_target,False
1.0,1452,0.0,0.0,0,43,45,29,418,72,463,96.79681274900399,1.4649115799421542,141.78174593052023,0.9555555555555556,0.0,1,image.8366_with_target,False
1.0,9463,0.0,0.0,0,22,512,0,0,22,512,67.86614173228347,42.08238305816256,1063.2132034355964,0.04296875,0.0,2,image.8366_with_target,False
1.0,9740,0.0,0.0,0,23,512,73,0,96,512,68.54863813229572,33.54720479424753,1093.639610306789,0.044921875,0.0,0,image.6531_with_target,False
