deformability,area,area_ratio,circularity,convex_hull_area,mask_x_length,mask_y_length,min_x,min_y,max_x,max_y,mean_brightness,brightness_std,perimeter,aspect_ratio,convex_hull_perimeter,cell_id,image_name,batch_name,is_cropped
0.5,14,1.0,0.5,14,6,6,38,443,44,449,149.1796875,7.106811866255062,5.656854249492381,1.0,5.656854249492381,3,image.0932_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,37,469,40,473,147.88,7.349666659107745,7.65685424949238,0.75,7.65685424949238,4,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,36,450,39,453,149.1185770750988,7.519787516904676,5.656854249492381,1.0,5.656854249492381,5,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,35,465,38,468,148.77865612648222,7.730030946326031,5.656854249492381,1.0,5.656854249492381,6,image.0932_with_target,10_output,False
0.5,16,1.0,0.5,16,5,6,34,455,39,461,148.96484375,7.813420844168445,13.313708498984761,0.8333333333333334,13.313708498984761,7,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,74,459,77,462,140.3201581027668,19.44009417762894,5.656854249492381,1.0,5.656854249492381,0,image.1027_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.5810276679842,9.895419336495259,5.656854249492381,1.0,5.656854249492381,1,image.1027_with_target,10_output,False
0.5,15,1.0,0.5,15,5,6,69,480,74,486,149.296875,7.515462576207469,11.899494936611665,0.8333333333333334,11.899494936611665,2,image.1027_with_target,10_output,False
0.5,35,1.0,0.5,35,8,10,64,448,72,458,147.9243027888446,7.732469377968934,19.556349186104047,0.8,19.556349186104047,3,image.1027_with_target,10_output,False
0.5,8,1.0,0.5,8,4,4,39,482,43,486,148.1484375,6.141673534843231,5.656854249492381,1.0,5.656854249492381,4,image.1027_with_target,10_output,False
0.5,32,1.0,0.5,32,11,11,36,448,47,459,148.7109375,7.099353341755413,13.899494936611665,1.0,13.899494936611665,5,image.1027_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.56521739130434,9.596642593293394,5.656854249492381,1.0,5.656854249492381,0,image.1104_with_target,10_output,False
0.5,657,1.0,0.5,657,41,44,23,421,64,465,143.1015625,1.7824660048914678,219.69343417595164,0.9318181818181818,219.69343417595164,1,image.1104_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.6600790513834,10.05847857770243,5.656854249492381,1.0,5.656854249492381,0,image.1226_with_target,10_output,False
0.5,1637,1.0,0.5,1637,44,48,37,462,81,510,140.99609375,1.7444063434907984,148.36753236814712,0.9166666666666666,148.36753236814712,1,image.1226_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,144.62845849802372,10.256603984348613,5.656854249492381,1.0,5.656854249492381,0,image.1269_with_target,10_output,False
0.5,14,1.0,0.5,14,6,6,27,398,33,404,138.71875,21.83869755588689,5.656854249492381,1.0,5.656854249492381,1,image.1269_with_target,10_output,False
0.5,31,1.0,0.5,31,3,13,13,464,16,477,132.96370967741936,78.07380382883115,24.899494936611667,0.23076923076923078,24.899494936611667,2,image.1269_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,458,16,462,130.796,75.57657298396111,7.65685424949238,0.75,7.65685424949238,3,image.1269_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,453,16,456,131.20158102766797,75.69756548545834,5.656854249492381,1.0,5.656854249492381,4,image.1269_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,447,16,450,129.89328063241106,74.7965915864678,5.656854249492381,1.0,5.656854249492381,5,image.1269_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,13,401,16,406,131.67588932806325,74.00853019216869,9.65685424949238,0.6,9.65685424949238,6,image.1269_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,146.224,9.30364573702159,7.65685424949238,0.75,7.65685424949238,0,image.1304_with_target,10_output,False
0.5,1440,1.0,0.5,1440,42,44,34,420,76,464,142.56640625,1.9130218791119293,141.53910524340094,0.9545454545454546,141.53910524340094,1,image.1304_with_target,10_output,False
0.5,1547,1.0,0.5,1547,44,45,31,403,75,448,140.29365079365078,1.952074437160032,145.53910524340094,0.9777777777777777,145.53910524340094,0,image.1350_with_target,10_output,False
0.5,159,1.0,0.5,159,15,17,56,454,71,471,143.88671875,19.029758238306613,52.76955262170047,0.8823529411764706,52.76955262170047,0,image.1366_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,144.5494071146245,9.324758240795171,5.656854249492381,1.0,5.656854249492381,0,image.1452_with_target,10_output,False
0.5,154,1.0,0.5,154,14,14,36,410,50,424,138.75686274509803,40.88716781727999,43.21320343559643,1.0,43.21320343559643,1,image.1452_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.968,9.39696631897763,7.65685424949238,0.75,7.65685424949238,0,image.1498_with_target,10_output,False
0.5,47,1.0,0.5,47,8,9,53,412,61,421,147.46484375,10.287599405988063,24.14213562373095,0.8888888888888888,24.14213562373095,1,image.1498_with_target,10_output,False
0.5,63,1.0,0.5,63,9,10,69,401,78,411,143.11328125,13.822213050318622,27.556349186104043,0.9,27.556349186104043,0,image.1608_with_target,10_output,False
0.5,142,1.0,0.5,142,13,17,52,423,65,440,142.6070038910506,18.95677115796341,47.698484809834994,0.7647058823529411,47.698484809834994,0,image.1624_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.672,9.747431251360535,7.65685424949238,0.75,7.65685424949238,0,image.1644_with_target,10_output,False
0.5,1623,1.0,0.5,1623,44,47,36,428,80,475,140.6496062992126,1.7272878935044191,148.12489168102786,0.9361702127659575,148.12489168102786,1,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,498,16,502,130.516,77.48822971264732,7.65685424949238,0.75,7.65685424949238,2,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,492,16,496,129.388,75.6392322541682,7.65685424949238,0.75,7.65685424949238,3,image.1644_with_target,10_output,False
0.5,17,1.0,0.5,17,3,7,13,470,16,477,134.18577075098815,78.56158101112278,13.65685424949238,0.42857142857142855,13.65685424949238,4,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,465,16,469,131.108,76.52712157137493,7.65685424949238,0.75,7.65685424949238,5,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,458,16,462,130.968,75.90625123137093,7.65685424949238,0.75,7.65685424949238,6,image.1644_with_target,10_output,False
0.5,25,1.0,0.5,25,3,11,13,440,16,451,129.984,75.85723264132433,19.31370849898476,0.2727272727272727,19.31370849898476,7,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,403,16,407,131.78,74.98156840184126,7.65685424949238,0.75,7.65685424949238,8,image.1644_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,146.208,9.91668977028121,7.65685424949238,0.75,7.65685424949238,0,image.1679_with_target,10_output,False
0.5,1698,1.0,0.5,1698,46,48,34,389,80,437,139.8984375,2.182457916797882,151.78174593052023,0.9583333333333334,151.78174593052023,1,image.1679_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,492,16,495,129.67193675889328,74.7740673576969,5.656854249492381,1.0,5.656854249492381,2,image.1679_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,474,16,477,134.27272727272728,77.33516658917993,5.656854249492381,1.0,5.656854249492381,3,image.1679_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,464,16,467,131.59288537549406,76.03465683680837,5.656854249492381,1.0,5.656854249492381,4,image.1679_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,402,16,406,132.316,74.80636432817732,7.65685424949238,0.75,7.65685424949238,5,image.1679_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,89,388,92,391,104.54337899543378,52.16536482391863,5.656854249492381,1.0,5.656854249492381,0,image.1739_with_target,10_output,False
0.5,187,1.0,0.5,187,15,16,40,431,55,447,136.13779527559055,46.53176787863152,48.04163056034261,0.9375,48.04163056034261,1,image.1739_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,13,431,16,436,134.20158102766797,75.7320719171735,9.65685424949238,0.6,9.65685424949238,2,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,491,15,494,136.04347826086956,73.75401166121776,5.656854249492381,1.0,5.656854249492381,3,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,472,15,475,145.0513833992095,78.09708997467885,5.656854249492381,1.0,5.656854249492381,4,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,445,15,448,141.01185770750988,75.2827861008756,5.656854249492381,1.0,5.656854249492381,5,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,438,15,441,142.4505928853755,75.76306504715993,5.656854249492381,1.0,5.656854249492381,6,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,400,15,403,142.79841897233203,74.54268266572063,5.656854249492381,1.0,5.656854249492381,7,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,376,15,379,143.89723320158103,74.00537658235255,5.656854249492381,1.0,5.656854249492381,8,image.1739_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.77470355731225,9.674986718085234,5.656854249492381,1.0,5.656854249492381,0,image.1930_with_target,10_output,False
0.5,338,1.0,0.5,338,19,23,44,468,63,491,133.71484375,28.35587072659004,68.76955262170047,0.8260869565217391,68.76955262170047,1,image.1930_with_target,10_output,False
0.5,70,1.0,0.5,70,9,10,63,443,72,453,144.65882352941176,11.81612684080015,28.14213562373095,0.9,28.14213562373095,0,image.1938_with_target,10_output,False
0.5,74,1.0,0.5,74,11,10,46,493,57,503,142.78346456692913,14.695209266912494,30.97056274847714,1.1,30.97056274847714,0,image.1966_with_target,10_output,False
0.5,1694,1.0,0.5,1694,46,47,29,416,75,463,141.47081712062257,1.69461395395425,150.95331880577405,0.9787234042553191,150.95331880577405,1,image.1966_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.14624505928853,9.962695028180422,5.656854249492381,1.0,5.656854249492381,0,image.2083_with_target,10_output,False
0.5,1745,1.0,0.5,1745,47,48,35,404,82,452,140.54761904761904,1.8435091746713674,153.78174593052023,0.9791666666666666,153.78174593052023,1,image.2083_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,491,16,495,127.868,74.08181002108411,7.65685424949238,0.75,7.65685424949238,2,image.2083_with_target,10_output,False
0.5,38,1.0,0.5,38,3,14,13,465,16,479,133.66,78.43213882076658,27.656854249492383,0.21428571428571427,27.656854249492383,3,image.2083_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,455,16,458,131.55335968379447,75.66909785464242,5.656854249492381,1.0,5.656854249492381,4,image.2083_with_target,10_output,False
0.5,16,1.0,0.5,16,3,8,13,444,16,452,129.764,75.6517567806591,14.899494936611667,0.375,14.899494936611667,5,image.2083_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.812,9.321408477263507,7.65685424949238,0.75,7.65685424949238,0,image.2253_with_target,10_output,False
0.5,1640,1.0,0.5,1640,45,47,36,441,81,488,141.08032128514057,1.830567728883275,149.53910524340094,0.9574468085106383,149.53910524340094,1,image.2253_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,463,16,466,131.97233201581028,76.04359074228856,5.656854249492381,1.0,5.656854249492381,2,image.2253_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,384,75,387,145.399209486166,10.139088030708455,5.656854249492381,1.0,5.656854249492381,0,image.2354_with_target,10_output,False
0.5,1589,1.0,0.5,1589,44,47,32,405,76,452,139.56640625,2.3292225548369005,149.1959594928933,0.9361702127659575,149.1959594928933,1,image.2354_with_target,10_output,False
0.5,8,1.0,0.5,8,4,4,52,463,56,467,144.3828125,7.919143235845892,5.656854249492381,1.0,5.656854249492381,0,image.2493_with_target,10_output,False
0.5,404,1.0,0.5,404,41,30,38,434,79,464,140.74117647058824,1.7477353941812295,163.7228714274745,1.3666666666666667,163.7228714274745,1,image.2493_with_target,10_output,False
0.5,17,1.0,0.5,17,5,5,23,462,28,467,114.55511811023622,35.493968010685,12.48528137423857,1.0,12.48528137423857,2,image.2493_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,146.2,9.016873072190824,7.65685424949238,0.75,7.65685424949238,0,image.2538_with_target,10_output,False
0.5,206,1.0,0.5,206,17,16,49,424,66,440,136.11328125,49.14502275010562,50.87005768508881,1.0625,50.87005768508881,1,image.2538_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.948,9.08280221077174,7.65685424949238,0.75,7.65685424949238,0,image.2837_with_target,10_output,False
0.5,16,1.0,0.5,16,4,5,40,388,44,393,146.472,8.278720674113845,11.65685424949238,0.8,11.65685424949238,1,image.2837_with_target,10_output,False
0.5,1625,1.0,0.5,1625,46,47,33,414,79,461,140.5748031496063,1.7253080749176093,149.1959594928933,0.9787234042553191,149.1959594928933,2,image.2837_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,144.77075098814228,9.568703836565648,5.656854249492381,1.0,5.656854249492381,0,image.2845_with_target,10_output,False
0.5,373,1.0,0.5,373,22,21,24,435,46,456,140.03174603174602,60.406550746933476,69.11269837220809,1.0476190476190477,69.11269837220809,1,image.2845_with_target,10_output,False
0.5,14,1.0,0.5,14,6,6,40,394,46,400,148.8046875,8.457669036285575,5.656854249492381,1.0,5.656854249492381,0,image.2880_with_target,10_output,False
0.5,1141,1.0,0.5,1141,41,43,37,390,78,433,140.2421875,2.000961072795708,160.44469683442247,0.9534883720930233,160.44469683442247,1,image.2880_with_target,10_output,False
0.5,1538,1.0,0.5,1538,44,45,37,446,81,491,139.83657587548637,1.8558312628440996,144.12489168102786,0.9777777777777777,144.12489168102786,0,image.3144_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,11,485,14,489,137.792,67.1272577720854,7.65685424949238,0.75,7.65685424949238,0,image.3290_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.63636363636363,9.586004590550804,5.656854249492381,1.0,5.656854249492381,0,image.3387_with_target,10_output,False
0.5,1814,1.0,0.5,1814,47,49,35,395,82,444,140.7509881422925,1.9613984816482253,156.36753236814712,0.9591836734693877,156.36753236814712,1,image.3387_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,12,498,15,503,142.5177865612648,77.5586777728159,9.65685424949238,0.6,9.65685424949238,2,image.3387_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,486,15,489,131.23320158102766,68.61305955234236,5.656854249492381,1.0,5.656854249492381,3,image.3387_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,12,474,15,479,143.1185770750988,76.2370041458696,9.65685424949238,0.6,9.65685424949238,4,image.3387_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,459,15,462,142.75494071146244,75.91744023942303,5.656854249492381,1.0,5.656854249492381,5,image.3387_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,446,15,449,141.46640316205534,75.33736939251135,5.656854249492381,1.0,5.656854249492381,6,image.3387_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,12,431,15,435,144.408,75.6492533737115,7.65685424949238,0.75,7.65685424949238,7,image.3387_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,12,402,15,405,143.72332015810278,74.56261481008073,5.656854249492381,1.0,5.656854249492381,8,image.3387_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,7,481,10,484,163.42460317460316,55.46869442622988,5.656854249492381,1.0,5.656854249492381,9,image.3387_with_target,10_output,False
0.5,187,1.0,0.5,187,16,19,59,410,75,429,140.2578125,24.21913180142599,55.94112549695428,0.8421052631578947,55.94112549695428,0,image.3626_with_target,10_output,False
0.5,1440,1.0,0.5,1440,43,44,29,418,72,462,140.95256916996047,1.8018774026190771,142.61017305526642,0.9772727272727273,142.61017305526642,0,image.3812_with_target,10_output,False
0.5,1764,1.0,0.5,1764,47,49,34,451,81,500,141.75,1.6770509831248424,155.19595949289334,0.9591836734693877,155.19595949289334,0,image.3892_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.964,9.517704765330768,7.65685424949238,0.75,7.65685424949238,0,image.4148_with_target,10_output,False
0.5,169,1.0,0.5,169,15,14,52,403,67,417,139.86328125,35.614812953789304,45.798989873223334,1.0714285714285714,45.798989873223334,1,image.4148_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,384,75,387,144.91699604743084,9.736703087991325,5.656854249492381,1.0,5.656854249492381,0,image.4153_with_target,10_output,False
0.5,245,1.0,0.5,245,18,20,34,405,52,425,138.6328125,24.263163660987075,60.76955262170047,0.9,60.76955262170047,1,image.4153_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.624,9.632996626180246,7.65685424949238,0.75,7.65685424949238,0,image.4191_with_target,10_output,False
0.5,223,1.0,0.5,223,16,19,26,392,42,411,142.848,23.935598927121085,55.698484809834994,0.8421052631578947,55.698484809834994,1,image.4191_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,13,497,16,502,131.55335968379447,77.34549892610134,9.65685424949238,0.6,9.65685424949238,2,image.4191_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,491,16,495,128.636,74.47640904340112,7.65685424949238,0.75,7.65685424949238,3,image.4191_with_target,10_output,False
0.5,45,1.0,0.5,45,3,17,13,463,16,480,134.38,78.81524979342512,32.48528137423857,0.17647058823529413,32.48528137423857,4,image.4191_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,458,16,462,131.532,75.77572814562721,7.65685424949238,0.75,7.65685424949238,5,image.4191_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,447,16,451,130.28,75.20048936010988,7.65685424949238,0.75,7.65685424949238,6,image.4191_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,429,16,432,133.4308300395257,75.86195178975136,5.656854249492381,1.0,5.656854249492381,7,image.4191_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,423,16,426,132.08695652173913,74.82316668355746,5.656854249492381,1.0,5.656854249492381,8,image.4191_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,401,16,405,132.524,74.64466105489393,7.65685424949238,0.75,7.65685424949238,9,image.4191_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,393,16,396,133.85375494071147,74.56004262509613,5.656854249492381,1.0,5.656854249492381,10,image.4191_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,384,75,387,144.4189723320158,9.965075165525368,5.656854249492381,1.0,5.656854249492381,0,image.4395_with_target,10_output,False
0.5,235,1.0,0.5,235,16,20,37,433,53,453,138.8804780876494,21.75492015995128,58.8700576850888,0.8,58.8700576850888,1,image.4395_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,473,16,476,134.2094861660079,77.54610759601856,5.656854249492381,1.0,5.656854249492381,2,image.4395_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,464,16,467,131.03557312252966,75.5327502677577,5.656854249492381,1.0,5.656854249492381,3,image.4395_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,384,75,387,144.8102766798419,9.605024475781686,5.656854249492381,1.0,5.656854249492381,0,image.4493_with_target,10_output,False
0.5,215,1.0,0.5,215,18,17,24,435,42,452,128.97254901960784,14.41170654916904,55.941125496954285,1.0588235294117647,55.941125496954285,1,image.4493_with_target,10_output,False
0.5,1435,1.0,0.5,1435,43,44,37,400,80,444,139.68503937007873,2.1155620887144635,140.12489168102786,0.9772727272727273,140.12489168102786,0,image.4512_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.52964426877472,10.102445144477189,5.656854249492381,1.0,5.656854249492381,0,image.4552_with_target,10_output,False
0.5,1700,1.0,0.5,1700,46,47,34,428,80,475,139.7686274509804,1.9008244027860215,151.78174593052023,0.9787234042553191,151.78174593052023,1,image.4552_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,30,476,33,479,142.45454545454547,14.49065765176792,5.656854249492381,1.0,5.656854249492381,2,image.4552_with_target,10_output,False
0.5,1603,1.0,0.5,1603,45,46,36,407,81,453,140.01953125,2.0433794998172603,148.36753236814712,0.9782608695652174,148.36753236814712,0,image.4624_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,497,16,501,130.264,76.66020026063067,7.65685424949238,0.75,7.65685424949238,1,image.4624_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,455,16,459,130.652,75.09148351178048,7.65685424949238,0.75,7.65685424949238,2,image.4624_with_target,10_output,False
0.5,63,1.0,0.5,63,9,9,70,399,79,408,142.33734939759037,15.038860325235335,26.72792206135785,1.0,26.72792206135785,0,image.4905_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,385,75,388,145.07905138339922,9.971583929178367,5.656854249492381,1.0,5.656854249492381,0,image.5606_with_target,10_output,False
0.5,1557,1.0,0.5,1557,43,46,37,403,80,449,139.7755905511811,2.197178453195441,145.29646455628165,0.9347826086956522,145.29646455628165,1,image.5606_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,492,16,495,129.74308300395256,74.60669735419086,5.656854249492381,1.0,5.656854249492381,2,image.5606_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,469,16,473,133.492,78.20221183572751,7.65685424949238,0.75,7.65685424949238,3,image.5606_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,13,465,16,468,131.65217391304347,76.0437618780827,5.656854249492381,1.0,5.656854249492381,4,image.5606_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,146.132,9.20579035172972,7.65685424949238,0.75,7.65685424949238,0,image.5709_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,60,477,63,482,147.11462450592884,6.462930443559852,9.65685424949238,0.6,9.65685424949238,1,image.5709_with_target,10_output,False
0.5,22,1.0,0.5,22,6,6,24,418,30,424,123.57874015748031,30.88561097569434,15.31370849898476,1.0,15.31370849898476,2,image.5709_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,145.864,9.346095655406058,7.65685424949238,0.75,7.65685424949238,0,image.5916_with_target,10_output,False
0.5,128,1.0,0.5,128,13,16,37,411,50,427,144.57976653696497,13.366811619222549,46.526911934581186,0.8125,46.526911934581186,1,image.5916_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,384,75,388,146.008,9.412753900957998,7.65685424949238,0.75,7.65685424949238,0,image.5917_with_target,10_output,False
0.5,113,1.0,0.5,113,11,17,38,484,49,501,144.47450980392156,14.105705188942341,42.87005768508881,0.6470588235294118,42.87005768508881,1,image.5917_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,384,75,387,144.36363636363637,10.290742886128339,5.656854249492381,1.0,5.656854249492381,0,image.6014_with_target,10_output,False
0.5,105,1.0,0.5,105,11,15,59,406,70,421,143.48249027237355,15.862759070100424,39.45584412271571,0.7333333333333333,39.45584412271571,1,image.6014_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,472,16,476,132.568,77.52845526643749,7.65685424949238,0.75,7.65685424949238,2,image.6014_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,13,465,16,469,129.88,75.71373455324998,7.65685424949238,0.75,7.65685424949238,3,image.6014_with_target,10_output,False
0.5,97,1.0,0.5,97,10,16,61,494,71,510,143.33203125,15.976884834003888,36.04163056034261,0.625,36.04163056034261,0,image.6015_with_target,10_output,False
0.5,71,1.0,0.5,71,10,10,41,395,51,405,143.7795275590551,18.887738548945848,28.384776310850235,1.0,28.384776310850235,1,image.6015_with_target,10_output,False
