deformability,area,area_ratio,circularity,convex_hull_area,mask_x_length,mask_y_length,min_x,min_y,max_x,max_y,mean_brightness,brightness_std,perimeter,aspect_ratio,convex_hull_perimeter,cell_id,image_name,batch_name,is_cropped
0.5,11,1.0,0.5,11,3,5,60,477,63,482,147.11462450592884,6.462930443559852,9.65685424949238,0.6,9.65685424949238,0,image_5709_with_target,10_output,False
0.5,14177,1.0,0.5,14177,33,512,0,0,33,512,144.51372549019607,70.43616779169311,1096.4680374315355,0.064453125,1096.4680374315355,1,image_5709_with_target,10_output,False
0.5,228,1.0,0.5,228,17,17,36,482,53,499,133.832,51.42205534593109,53.4558441227157,1.0,53.4558441227157,0,image_7676_with_target,10_output,False
0.5,14091,1.0,0.5,14091,33,512,0,0,33,512,143.94941634241246,70.57386621862628,1094.2253967444162,0.064453125,1094.2253967444162,1,image_7676_with_target,10_output,False
0.5,189,1.0,0.5,189,16,19,59,410,75,429,140.11023622047244,24.25836274228593,58.52691193458119,0.8421052631578947,58.52691193458119,0,image_3626_with_target,10_output,False
0.5,14173,1.0,0.5,14173,32,512,0,0,32,512,143.79607843137254,69.64558446593503,1089.4974746830585,0.0625,1089.4974746830585,1,image_3626_with_target,10_output,False
0.5,160,1.0,0.5,160,14,15,66,414,80,429,140.83858267716536,19.160160221759092,47.21320343559643,0.9333333333333333,47.21320343559643,0,image.9923_with_target,10_output,False
0.5,14150,1.0,0.5,14150,37,512,0,0,37,512,143.30588235294118,70.50206897746907,1105.1959594928933,0.072265625,1105.1959594928933,1,image.9923_with_target,10_output,False
0.5,15782,1.0,0.5,15782,74,512,0,0,74,512,113.546875,62.36546261942082,1210.1076477383247,0.14453125,1210.1076477383247,0,image.7984_with_target,10_output,False
0.5,46,1.0,0.5,46,8,8,53,412,61,420,147.46484375,10.287599405988063,23.31370849898476,1.0,23.31370849898476,0,image_1498_with_target,10_output,False
0.5,14119,1.0,0.5,14119,32,512,0,0,32,512,144.5859375,70.42066983312566,1085.3553390593272,0.0625,1085.3553390593272,1,image_1498_with_target,10_output,False
0.5,15731,1.0,0.5,15731,76,512,0,0,76,512,113.89453125,62.41813865049785,1228.8355697996824,0.1484375,1228.8355697996824,0,image_7415_with_target,10_output,False
0.5,14133,1.0,0.5,14133,33,512,0,0,33,512,144.11328125,70.80518262181377,1095.8822509939084,0.064453125,1095.8822509939084,0,image.8607_with_target,10_output,False
0.5,136,1.0,0.5,136,12,18,53,423,65,441,142.40551181102362,18.982299285265007,47.11269837220809,0.6666666666666666,47.11269837220809,0,image_1624_with_target,10_output,False
0.5,14112,1.0,0.5,14112,32,512,0,0,32,512,142.3046875,70.45882647353235,1087.0121933088199,0.0625,1087.0121933088199,1,image_1624_with_target,10_output,False
0.5,15777,1.0,0.5,15777,75,512,0,0,75,512,113.64822134387352,62.789871407591185,1222.350288425444,0.146484375,1222.350288425444,0,image_1350_with_target,10_output,False
0.5,13,1.0,0.5,13,5,4,50,426,55,430,144.64705882352942,8.630142182755682,11.071067811865474,1.25,11.071067811865474,0,image_1304_with_target,10_output,False
0.5,663,1.0,0.5,663,43,43,33,421,76,464,142.51171875,1.8874222290993707,259.4985207035849,1.0,259.4985207035849,1,image_1304_with_target,10_output,False
0.5,14106,1.0,0.5,14106,33,512,0,0,33,512,145.03529411764706,70.86016836141171,1087.0121933088196,0.064453125,1087.0121933088196,2,image_1304_with_target,10_output,False
0.5,11,1.0,0.5,11,4,5,39,453,43,458,146.34251968503938,8.189969087315733,9.071067811865476,0.8,9.071067811865476,0,image.7188_with_target,10_output,False
0.5,755,1.0,0.5,755,44,45,37,423,81,468,143.088,1.690046153215941,230.03657992645927,0.9777777777777777,230.03657992645927,1,image.7188_with_target,10_output,False
0.5,14391,1.0,0.5,14391,60,512,0,0,60,512,139.21400778210116,70.50460783495663,1155.8233764908628,0.1171875,1155.8233764908628,2,image.7188_with_target,10_output,False
0.5,1837,1.0,0.5,1837,47,49,37,450,84,499,140.87058823529412,1.6765153072811074,158.12489168102783,0.9591836734693877,158.12489168102783,0,image_0769_with_target,10_output,False
0.5,14112,1.0,0.5,14112,32,512,0,0,32,512,142.88235294117646,70.48650185307308,1089.4974746830583,0.0625,1089.4974746830583,1,image_0769_with_target,10_output,False
0.5,14133,1.0,0.5,14133,33,512,0,0,33,512,144.11328125,70.80518262181377,1095.8822509939084,0.064453125,1095.8822509939084,0,image_8607_with_target,10_output,False
0.5,789,1.0,0.5,789,45,45,35,430,80,475,141.53515625,1.729436769033762,248.14927829866733,1.0,248.14927829866733,0,image.9441_with_target,10_output,False
0.5,14096,1.0,0.5,14096,32,512,0,0,32,512,144.05078125,71.07138631344297,1087.254833995939,0.0625,1087.254833995939,1,image.9441_with_target,10_output,False
0.5,3553,1.0,0.5,3553,17,512,79,0,96,512,115.30366492146597,55.53350893686264,1078.208152801713,0.033203125,1078.208152801713,0,image.6014_with_target,10_output,False
0.5,105,1.0,0.5,105,11,15,59,406,70,421,143.48249027237355,15.862759070100424,39.45584412271571,0.7333333333333333,39.45584412271571,1,image.6014_with_target,10_output,False
0.5,14172,1.0,0.5,14172,38,512,0,0,38,512,141.390625,70.27254246581217,1105.1959594928933,0.07421875,1105.1959594928933,2,image.6014_with_target,10_output,False
0.5,154,1.0,0.5,154,14,14,36,410,50,424,138.75686274509803,40.88716781727999,43.21320343559643,1.0,43.21320343559643,0,image.1452_with_target,10_output,False
0.5,14145,1.0,0.5,14145,32,512,0,0,32,512,143.01167315175098,70.01781221347645,1087.5979797464465,0.0625,1087.5979797464465,1,image.1452_with_target,10_output,False
0.5,1777,1.0,0.5,1777,47,49,34,451,81,500,141.75686274509803,1.6697134780578824,155.78174593052023,0.9591836734693877,155.78174593052023,0,image.3892_with_target,10_output,False
0.5,14106,1.0,0.5,14106,33,512,0,0,33,512,144.11417322834646,70.31732599119985,1090.7045814642447,0.064453125,1090.7045814642447,1,image.3892_with_target,10_output,False
0.5,136,1.0,0.5,136,12,18,53,423,65,441,142.40551181102362,18.982299285265007,47.11269837220809,0.6666666666666666,47.11269837220809,0,image.1624_with_target,10_output,False
0.5,14112,1.0,0.5,14112,32,512,0,0,32,512,142.3046875,70.45882647353235,1087.0121933088199,0.0625,1087.0121933088199,1,image.1624_with_target,10_output,False
0.5,1768,1.0,0.5,1768,47,48,35,404,82,452,140.5703125,1.8143679760025941,154.95331880577402,0.9791666666666666,154.95331880577402,0,image.2083_with_target,10_output,False
0.5,14076,1.0,0.5,14076,32,512,0,0,32,512,144.2109375,70.66698446142367,1088.0832611206852,0.0625,1088.0832611206852,1,image.2083_with_target,10_output,False
0.5,78,1.0,0.5,78,11,12,69,401,80,413,140.81102362204723,16.16437819943115,33.798989873223334,0.9166666666666666,33.798989873223334,0,image_1608_with_target,10_output,False
0.5,14200,1.0,0.5,14200,39,512,0,0,39,512,141.69411764705882,70.0001159992448,1111.8822509939087,0.076171875,1111.8822509939087,1,image_1608_with_target,10_output,False
0.5,14191,1.0,0.5,14191,32,512,0,0,32,512,142.953125,69.79533242083151,1091.533008588991,0.0625,1091.533008588991,0,image_3290_with_target,10_output,False
0.5,147,1.0,0.5,147,13,17,57,454,70,471,143.88671875,19.030374040160073,51.112698372208094,0.7647058823529411,51.112698372208094,0,image_1366_with_target,10_output,False
0.5,14105,1.0,0.5,14105,33,512,0,0,33,512,143.2980392156863,70.57770989066043,1088.669047558312,0.064453125,1088.669047558312,1,image_1366_with_target,10_output,False
0.5,82,1.0,0.5,82,11,13,63,449,74,462,144.748031496063,15.612668238030905,34.62741699796952,0.8461538461538461,34.62741699796952,0,image.8336_with_target,10_output,False
0.5,14108,1.0,0.5,14108,33,512,0,0,33,512,143.20392156862746,70.07920997625337,1089.254833995939,0.064453125,1089.254833995939,1,image.8336_with_target,10_output,False
0.5,14398,1.0,0.5,14398,42,512,0,0,42,512,140.64313725490197,70.08668373675883,1125.3380951166241,0.08203125,1125.3380951166241,0,image_4493_with_target,10_output,False
0.5,364,1.0,0.5,364,20,23,43,468,63,491,133.48627450980393,28.245541168910968,69.35533905932738,0.8695652173913043,69.35533905932738,0,image_1930_with_target,10_output,False
0.5,14114,1.0,0.5,14114,33,512,0,0,33,512,144.453125,71.05838921432412,1087.5979797464465,0.064453125,1087.5979797464465,1,image_1930_with_target,10_output,False
0.5,75,1.0,0.5,75,11,10,46,493,57,503,142.84046692607004,14.618955120295615,31.798989873223327,1.1,31.798989873223327,0,image_1966_with_target,10_output,False
0.5,15890,1.0,0.5,15890,75,512,0,0,75,512,113.2890625,62.13143230580713,1212.9360748630709,0.146484375,1212.9360748630709,1,image_1966_with_target,10_output,False
0.5,79,1.0,0.5,79,10,12,70,399,80,411,139.30708661417322,17.912302467889475,32.97056274847714,0.8333333333333334,32.97056274847714,0,image.4905_with_target,10_output,False
0.5,14232,1.0,0.5,14232,36,512,0,0,36,512,142.7921568627451,69.83060692830468,1094.8111831820431,0.0703125,1094.8111831820431,1,image.4905_with_target,10_output,False
0.5,126,1.0,0.5,126,13,12,52,394,65,406,142.6392156862745,22.412602183587563,38.384776310850235,1.0833333333333333,38.384776310850235,0,image.6902_with_target,10_output,False
0.5,15916,1.0,0.5,15916,75,512,0,0,75,512,113.83203125,61.34577261514459,1195.6223663640862,0.146484375,1195.6223663640862,1,image.6902_with_target,10_output,False
0.5,15862,1.0,0.5,15862,73,512,0,0,73,512,114.32295719844358,62.84271622626337,1187.1370849898476,0.142578125,1187.1370849898476,0,image_6980_with_target,10_output,False
0.5,15992,1.0,0.5,15992,75,512,0,0,75,512,109.93307086614173,60.29324214246648,1201.0365799264594,0.146484375,1201.0365799264594,0,image.9557_with_target,10_output,False
0.5,15788,1.0,0.5,15788,75,512,0,0,75,512,112.9843137254902,61.92493676344352,1222.8355697996824,0.146484375,1222.8355697996824,0,image_8504_with_target,10_output,False
0.5,13,1.0,0.5,13,5,4,50,426,55,430,144.64705882352942,8.630142182755682,11.071067811865474,1.25,11.071067811865474,0,image.1304_with_target,10_output,False
0.5,663,1.0,0.5,663,43,43,33,421,76,464,142.51171875,1.8874222290993707,259.4985207035849,1.0,259.4985207035849,1,image.1304_with_target,10_output,False
0.5,14106,1.0,0.5,14106,33,512,0,0,33,512,145.03529411764706,70.86016836141171,1087.0121933088196,0.064453125,1087.0121933088196,2,image.1304_with_target,10_output,False
0.5,15867,1.0,0.5,15867,74,512,0,0,74,512,111.8828125,61.44937208458556,1206.350288425444,0.14453125,1206.350288425444,0,image_8065_with_target,10_output,False
0.5,3887,1.0,0.5,3887,18,512,78,0,96,512,111.86567164179104,54.93113613503921,1105.7350647362941,0.03515625,1105.7350647362941,0,image_0202_with_target,10_output,False
0.5,751,1.0,0.5,751,45,46,35,432,80,478,140.44094488188978,1.9608512666378803,223.72896808188435,0.9782608695652174,223.72896808188435,1,image_0202_with_target,10_output,False
0.5,14087,1.0,0.5,14087,32,512,0,0,32,512,142.48627450980393,69.91394435684836,1088.9116882454314,0.0625,1088.9116882454314,2,image_0202_with_target,10_output,False
0.5,15992,1.0,0.5,15992,75,512,0,0,75,512,109.93307086614173,60.29324214246648,1201.0365799264594,0.146484375,1201.0365799264594,0,image_9557_with_target,10_output,False
0.5,1461,1.0,0.5,1461,43,44,37,400,80,444,139.6640625,2.120500175924008,141.53910524340094,0.9772727272727273,141.53910524340094,0,image_4512_with_target,10_output,False
0.5,14092,1.0,0.5,14092,32,512,0,0,32,512,143.01176470588234,70.21672234507827,1089.497474683058,0.0625,1089.497474683058,1,image_4512_with_target,10_output,False
0.5,237,1.0,0.5,237,16,21,51,431,67,452,137.31349206349208,23.669871859332883,59.94112549695428,0.7619047619047619,59.94112549695428,0,image_0898_with_target,10_output,False
0.5,14108,1.0,0.5,14108,32,512,0,0,32,512,142.40392156862745,70.17282296345584,1087.8406204335658,0.0625,1087.8406204335658,1,image_0898_with_target,10_output,False
0.5,69,1.0,0.5,69,9,10,63,443,72,453,144.57539682539684,11.854536245861091,28.14213562373095,0.9,28.14213562373095,0,image.1938_with_target,10_output,False
0.5,14301,1.0,0.5,14301,39,512,0,0,39,512,140.08267716535434,70.14190520133974,1101.539105243401,0.076171875,1101.539105243401,1,image.1938_with_target,10_output,False
0.5,14419,1.0,0.5,14419,45,512,0,0,45,512,141.14285714285714,70.87505373987653,1120.1248916810277,0.087890625,1120.1248916810277,0,image.8039_with_target,10_output,False
0.5,249,1.0,0.5,249,17,21,36,432,53,453,139.18039215686275,21.71506226696064,60.526911934581186,0.8095238095238095,60.526911934581186,0,image.4395_with_target,10_output,False
0.5,14095,1.0,0.5,14095,32,512,0,0,32,512,142.9607843137255,70.2378482363679,1088.0832611206852,0.0625,1088.0832611206852,1,image.4395_with_target,10_output,False
0.5,15459,1.0,0.5,15459,64,512,0,0,64,512,122.59760956175299,68.19378173115028,1160.894444302728,0.125,1160.894444302728,0,image.1104_with_target,10_output,False
0.5,82,1.0,0.5,82,11,13,63,449,74,462,144.748031496063,15.612668238030905,34.62741699796952,0.8461538461538461,34.62741699796952,0,image_8336_with_target,10_output,False
0.5,14108,1.0,0.5,14108,33,512,0,0,33,512,143.20392156862746,70.07920997625337,1089.254833995939,0.064453125,1089.254833995939,1,image_8336_with_target,10_output,False
0.5,1713,1.0,0.5,1713,47,48,34,389,81,437,139.92125984251967,2.1502839922769494,152.61017305526642,0.9791666666666666,152.61017305526642,0,image_1679_with_target,10_output,False
0.5,14093,1.0,0.5,14093,33,512,0,0,33,512,144.09019607843138,70.60036453525275,1091.982756057297,0.064453125,1091.982756057297,1,image_1679_with_target,10_output,False
0.5,14,1.0,0.5,14,3,6,73,451,76,457,144.08,15.67270238344364,11.65685424949238,0.5,11.65685424949238,0,image_0129_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,72,462,75,466,146.872,11.479704525814242,7.65685424949238,0.75,7.65685424949238,1,image_0129_with_target,10_output,False
0.5,19,1.0,0.5,19,5,7,70,443,75,450,148.0756972111554,9.823859432795793,13.899494936611665,0.7142857142857143,13.899494936611665,2,image_0129_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,68,440,71,443,149.14229249011856,8.179043275022249,5.656854249492381,1.0,5.656854249492381,3,image_0129_with_target,10_output,False
0.5,34,1.0,0.5,34,12,7,56,434,68,441,148.57647058823528,8.058671817664573,23.556349186104047,1.7142857142857142,23.556349186104047,4,image_0129_with_target,10_output,False
0.5,34,1.0,0.5,34,7,10,51,478,58,488,148.8373015873016,11.02816188779122,15.899494936611664,0.7,15.899494936611664,5,image_0129_with_target,10_output,False
0.5,8,1.0,0.5,8,3,4,51,433,54,437,148.84,7.883552498715284,7.65685424949238,0.75,7.65685424949238,6,image_0129_with_target,10_output,False
0.5,13,1.0,0.5,13,6,5,47,439,53,444,145.16535433070865,8.704025477910726,10.071067811865476,1.2,10.071067811865476,7,image_0129_with_target,10_output,False
0.5,8,1.0,0.5,8,4,4,36,468,40,472,148.21484375,6.6353644144904305,5.656854249492381,1.0,5.656854249492381,8,image_0129_with_target,10_output,False
0.5,11,1.0,0.5,11,3,5,32,457,35,462,147.5415019762846,11.007509874326496,9.65685424949238,0.6,9.65685424949238,9,image_0129_with_target,10_output,False
0.5,83,1.0,0.5,83,17,21,32,434,49,455,148.71484375,8.647656744059974,54.18376618407357,0.8095238095238095,54.18376618407357,10,image_0129_with_target,10_output,False
0.5,14226,1.0,0.5,14226,37,512,0,0,37,512,143.1171875,71.0884265692373,1098.0182899632298,0.072265625,1098.0182899632298,11,image_0129_with_target,10_output,False
0.5,15788,1.0,0.5,15788,75,512,0,0,75,512,112.9843137254902,61.92493676344352,1222.8355697996824,0.146484375,1222.8355697996824,0,image.8504_with_target,10_output,False
0.5,1838,1.0,0.5,1838,48,49,35,395,83,444,140.7431906614786,1.9696634878773063,158.95331880577402,0.9795918367346939,158.95331880577402,0,image.3387_with_target,10_output,False
0.5,14164,1.0,0.5,14164,33,512,0,0,33,512,144.90234375,70.12807921586642,1093.982756057297,0.064453125,1093.982756057297,1,image.3387_with_target,10_output,False
0.5,15777,1.0,0.5,15777,75,512,0,0,75,512,113.64822134387352,62.789871407591185,1222.350288425444,0.146484375,1222.350288425444,0,image.1350_with_target,10_output,False
0.5,14489,1.0,0.5,14489,46,512,0,0,46,512,140.18039215686275,71.09501242705478,1121.7817459305202,0.08984375,1121.7817459305202,0,image.2845_with_target,10_output,False
0.5,15862,1.0,0.5,15862,73,512,0,0,73,512,114.32295719844358,62.84271622626337,1187.1370849898476,0.142578125,1187.1370849898476,0,image.6980_with_target,10_output,False
0.5,189,1.0,0.5,189,15,16,40,431,55,447,136.26171875,46.37101839560889,48.62741699796952,0.9375,48.62741699796952,0,image_1739_with_target,10_output,False
0.5,14188,1.0,0.5,14188,32,512,0,0,32,512,143.59448818897638,70.30017843313185,1087.5979797464465,0.0625,1087.5979797464465,1,image_1739_with_target,10_output,False
0.5,126,1.0,0.5,126,13,12,52,394,65,406,142.6392156862745,22.412602183587563,38.384776310850235,1.0833333333333333,38.384776310850235,0,image_6902_with_target,10_output,False
0.5,15916,1.0,0.5,15916,75,512,0,0,75,512,113.83203125,61.34577261514459,1195.6223663640862,0.146484375,1195.6223663640862,1,image_6902_with_target,10_output,False
0.5,3470,1.0,0.5,3470,11,512,85,0,96,512,117.51891891891891,56.284997942843155,1054.124891681028,0.021484375,1054.124891681028,0,image_4191_with_target,10_output,False
0.5,14319,1.0,0.5,14319,42,512,0,0,42,512,140.52941176470588,70.80582476903018,1117.095454429505,0.08203125,1117.095454429505,1,image_4191_with_target,10_output,False
0.5,1561,1.0,0.5,1561,44,46,37,445,81,491,139.8549019607843,1.8296376717798952,145.53910524340094,0.9565217391304348,145.53910524340094,0,image.3144_with_target,10_output,False
0.5,14160,1.0,0.5,14160,32,512,0,0,32,512,142.1764705882353,70.03027521270198,1087.840620433566,0.0625,1087.840620433566,1,image.3144_with_target,10_output,False
0.5,14398,1.0,0.5,14398,42,512,0,0,42,512,140.64313725490197,70.08668373675883,1125.3380951166241,0.08203125,1125.3380951166241,0,image.4493_with_target,10_output,False
0.5,1777,1.0,0.5,1777,47,49,34,451,81,500,141.75686274509803,1.6697134780578824,155.78174593052023,0.9591836734693877,155.78174593052023,0,image_3892_with_target,10_output,False
0.5,14106,1.0,0.5,14106,33,512,0,0,33,512,144.11417322834646,70.31732599119985,1090.7045814642447,0.064453125,1090.7045814642447,1,image_3892_with_target,10_output,False
0.5,364,1.0,0.5,364,20,23,43,468,63,491,133.48627450980393,28.245541168910968,69.35533905932738,0.8695652173913043,69.35533905932738,0,image.1930_with_target,10_output,False
0.5,14114,1.0,0.5,14114,33,512,0,0,33,512,144.453125,71.05838921432412,1087.5979797464465,0.064453125,1087.5979797464465,1,image.1930_with_target,10_output,False
0.5,1461,1.0,0.5,1461,43,44,37,400,80,444,139.6640625,2.120500175924008,141.53910524340094,0.9772727272727273,141.53910524340094,0,image.4512_with_target,10_output,False
0.5,14092,1.0,0.5,14092,32,512,0,0,32,512,143.01176470588234,70.21672234507827,1089.497474683058,0.0625,1089.497474683058,1,image.4512_with_target,10_output,False
0.5,1838,1.0,0.5,1838,48,49,35,395,83,444,140.7431906614786,1.9696634878773063,158.95331880577402,0.9795918367346939,158.95331880577402,0,image_3387_with_target,10_output,False
0.5,14164,1.0,0.5,14164,33,512,0,0,33,512,144.90234375,70.12807921586642,1093.982756057297,0.064453125,1093.982756057297,1,image_3387_with_target,10_output,False
0.5,14132,1.0,0.5,14132,33,512,0,0,33,512,144.38188976377953,70.70611119421234,1091.1543289325507,0.064453125,1091.1543289325507,0,image.8688_with_target,10_output,False
0.5,16,1.0,0.5,16,4,5,40,388,44,393,146.472,8.278720674113845,11.65685424949238,0.8,11.65685424949238,0,image.2837_with_target,10_output,False
0.5,1654,1.0,0.5,1654,47,47,33,414,80,461,140.564,1.7747968897876736,150.8528137423857,1.0,150.8528137423857,1,image.2837_with_target,10_output,False
0.5,14116,1.0,0.5,14116,33,512,0,0,33,512,144.0234375,70.9147226475828,1088.4264068711927,0.064453125,1088.4264068711927,2,image.2837_with_target,10_output,False
0.5,63,1.0,0.5,63,9,9,62,432,71,441,146.08300395256916,8.653920703671773,26.72792206135785,1.0,26.72792206135785,0,image_9985_with_target,10_output,False
0.5,14125,1.0,0.5,14125,32,512,0,0,32,512,143.89411764705883,70.15848001730868,1086.1837661840736,0.0625,1086.1837661840736,1,image_9985_with_target,10_output,False
0.5,1705,1.0,0.5,1705,49,47,31,399,80,446,139.94094488188978,1.8741025917812102,154.2670273047588,1.0425531914893618,154.2670273047588,0,image.7175_with_target,10_output,False
0.5,14131,1.0,0.5,14131,32,512,0,0,32,512,143.74609375,70.11325926931518,1087.8406204335658,0.0625,1087.8406204335658,1,image.7175_with_target,10_output,False
0.5,14510,1.0,0.5,14510,51,512,0,0,51,512,138.6414342629482,71.41751236249046,1152.1665222413703,0.099609375,1152.1665222413703,0,image.9034_with_target,10_output,False
0.5,195,1.0,0.5,195,16,16,57,422,73,438,137.93307086614172,42.24161204555972,49.45584412271571,1.0,49.45584412271571,0,image_7009_with_target,10_output,False
0.5,14127,1.0,0.5,14127,33,512,0,0,33,512,143.81960784313725,70.50939867710544,1090.083261120685,0.064453125,1090.083261120685,1,image_7009_with_target,10_output,False
0.5,3470,1.0,0.5,3470,11,512,85,0,96,512,117.51891891891891,56.284997942843155,1054.124891681028,0.021484375,1054.124891681028,0,image.4191_with_target,10_output,False
0.5,14319,1.0,0.5,14319,42,512,0,0,42,512,140.52941176470588,70.80582476903018,1117.095454429505,0.08203125,1117.095454429505,1,image.4191_with_target,10_output,False
0.5,11,1.0,0.5,11,5,5,56,429,61,434,147.6086956521739,6.955039367751784,5.656854249492381,1.0,5.656854249492381,0,image_1269_with_target,10_output,False
0.5,14119,1.0,0.5,14119,36,512,0,0,36,512,143.01568627450982,70.33928802749784,1107.095454429505,0.0703125,1107.095454429505,1,image_1269_with_target,10_output,False
0.5,128,1.0,0.5,128,12,16,38,484,50,500,144.4313725490196,14.093045012485852,44.87005768508881,0.75,44.87005768508881,0,image_5917_with_target,10_output,False
0.5,14121,1.0,0.5,14121,33,512,0,0,33,512,144.859375,70.34971063984112,1089.0121933088199,0.064453125,1089.0121933088199,1,image_5917_with_target,10_output,False
0.5,1768,1.0,0.5,1768,47,48,35,404,82,452,140.5703125,1.8143679760025941,154.95331880577402,0.9791666666666666,154.95331880577402,0,image_2083_with_target,10_output,False
0.5,14076,1.0,0.5,14076,32,512,0,0,32,512,144.2109375,70.66698446142367,1088.0832611206852,0.0625,1088.0832611206852,1,image_2083_with_target,10_output,False
0.5,1585,1.0,0.5,1585,44,46,37,403,81,449,139.8,2.166410241236256,146.12489168102783,0.9565217391304348,146.12489168102783,0,image_5606_with_target,10_output,False
0.5,14099,1.0,0.5,14099,32,512,0,0,32,512,143.16862745098038,70.3959042096105,1087.254833995939,0.0625,1087.254833995939,1,image_5606_with_target,10_output,False
0.5,160,1.0,0.5,160,14,15,66,414,80,429,140.83858267716536,19.160160221759092,47.21320343559643,0.9333333333333333,47.21320343559643,0,image_9923_with_target,10_output,False
0.5,14150,1.0,0.5,14150,37,512,0,0,37,512,143.30588235294118,70.50206897746907,1105.1959594928933,0.072265625,1105.1959594928933,1,image_9923_with_target,10_output,False
0.5,20,1.0,0.5,20,3,10,74,455,77,465,141.344,18.97265569181078,17.727922061357855,0.3,17.727922061357855,0,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,72,450,75,453,146.098814229249,12.120040185082676,5.656854249492381,1.0,5.656854249492381,1,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,65,477,68,480,149.3320158102767,6.030918581813347,5.656854249492381,1.0,5.656854249492381,2,image.0932_with_target,10_output,False
0.5,5,1.0,0.5,5,3,3,57,439,60,442,149.10671936758894,6.735581460935472,5.656854249492381,1.0,5.656854249492381,3,image.0932_with_target,10_output,False
